time,logger,level,database,message,exception
2016-01-18 12:59:04.4595,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request # 204: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=2GMjd&command=watch-prefix&value=Raven%2FAlerts,
2016-01-18 12:59:04.4595,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 205: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/events?singleUseAuthToken=e27ee5e5-9b62-4f25-8dfe-d955a20214c4&id=vTo5D&coolDownWithDataLoss=5000&isMultyTenantTransport=false,
2016-01-18 12:59:04.4765,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 214: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=vTo5D&command=watch-docs,
2016-01-18 12:59:04.4885,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 215: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=vTo5D&command=watch-indexes,
2016-01-18 12:59:04.4885,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 216: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=vTo5D&command=watch-bulk-operation,
2016-01-18 12:59:04.5845,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request # 262: GET     -   178 ms -            - 200 - http://localhost:9029/studio-tasks/latest-server-build-version?stableOnly=true&min=3000&max=3599,
2016-01-18 12:59:05.0015,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 12:59:05.2896,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000001",
2016-01-18 12:59:05.2896,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 285: POST    -   569 ms - myDB       - 200 - http://localhost:9029/databases/myDB/queries,
2016-01-18 12:59:05.2896,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,	clients/1,
2016-01-18 12:59:27.3428,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 12:59:35.0175,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 12:59:37.5458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request # 297: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=2GMjd&command=unwatch-prefix&value=Raven%2FDatabases%2F,
2016-01-18 12:59:37.5458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request # 298: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=2GMjd&command=unwatch-prefix&value=Raven%2FFileSystems%2F,
2016-01-18 12:59:37.5458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request # 299: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=2GMjd&command=unwatch-prefix&value=Raven%2FCounters%2F,
2016-01-18 12:59:37.5458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request # 300: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=2GMjd&command=unwatch-prefix&value=Raven%2FStudioConfig,
2016-01-18 12:59:37.5638,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request # 301: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=2GMjd&command=unwatch-prefix&value=Raven%2FAlerts,
2016-01-18 12:59:37.5638,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request # 302: GET     -     1 ms -            - 200 - http://localhost:9029/changes/config?id=2GMjd&command=disconnect,
2016-01-18 12:59:37.5768,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 303: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=vTo5D&command=unwatch-docs,
2016-01-18 12:59:37.5768,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 304: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=vTo5D&command=unwatch-indexes,
2016-01-18 12:59:37.5768,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 305: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=vTo5D&command=unwatch-bulk-operation,
2016-01-18 12:59:37.5968,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000001",
2016-01-18 12:59:37.5968,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 306: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=vTo5D&command=disconnect,
2016-01-18 12:59:37.5968,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 307: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/docs/clients/1,
2016-01-18 12:59:52.4873,Raven.Database.Server.Controllers.RavenBaseApiController,Debug,myDB,"	PUT clients/1
",
2016-01-18 12:59:52.4913,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Inserted a new document with key 'clients/1', update: True, ",
2016-01-18 12:59:52.4913,Raven.Database.DocumentDatabase,Debug,myDB,Put document clients/1 with etag 01000000-0000-0001-0000-000000000002,
2016-01-18 12:59:52.4913,Raven.Database.Indexing.WorkContext,Debug,myDB,Incremented work counter to 4 because: PUT clients/1,
2016-01-18 12:59:52.4913,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 308: POST    -     8 ms - myDB       - 200 - http://localhost:9029/databases/myDB/bulk_docs,
2016-01-18 12:59:52.5083,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 12:59:52.5083,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 309: POST    -     2 ms - myDB       - 200 - http://localhost:9029/databases/myDB/queries,
2016-01-18 12:59:52.5083,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 4, for: ReducingExecuter, will wait for additional work",
2016-01-18 12:59:52.5083,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,	clients/1,
2016-01-18 12:59:52.5083,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,myDB,Found a total of 1 documents that requires indexing since etag: 01000000-0000-0001-0000-000000000001: (clients/1),
2016-01-18 12:59:52.5083,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 310: GET     -    15 ms - myDB       - 200 - http://localhost:9029/databases/myDB/stats,
2016-01-18 12:59:52.5083,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,myDB,"After read triggers executed, 1 documents remained",
2016-01-18 12:59:52.5083,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,myDB,"Going to index 1 documents in IndexId: 1, LastIndexedEtag: 01000000-0000-0001-0000-000000000001: (clients/1)",
2016-01-18 12:59:52.5083,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,myDB,Indexing 1 documents for index: Raven/DocumentsByEntityName. (clients/1),
2016-01-18 12:59:52.5293,Raven.Database.Indexing.Index.Indexing,Debug,myDB,"Indexing on clients/1 result in index 1 gave document: 	__document_id IS: clients/1
	Tag I-: clients
	LastModified I-: 2016-01-18T17:59:52.4913463Z
	LastModifiedTicks I-: 635887367924913463
",
2016-01-18 12:59:52.5793,Raven.Database.Indexing.Index.Indexing,Debug,myDB,Indexed 1 documents for 1,
2016-01-18 12:59:52.5793,Raven.Database.Indexing.AbstractIndexingExecuter,Debug,myDB,"After indexing 1 documents, the new last etag for is: 01000000-0000-0001-0000-000000000002 for Raven/DocumentsByEntityName",
2016-01-18 12:59:52.5793,Raven.Database.Indexing.WorkContext,Debug,,Incremented work counter to 5 because: WORK BY IndexingExecuter,
2016-01-18 12:59:52.5843,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 5, for: ReducingExecuter, will wait for additional work",
2016-01-18 12:59:52.6073,Raven.Database.Indexing.WorkContext,Debug,,"No work was found, workerWorkCounter: 5, for: IndexingExecuter, will wait for additional work",
2016-01-18 12:59:55.2686,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 12:59:55.2686,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 12:59:55.2686,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 322: GET     -     4 ms - myDB       - 200 - http://localhost:9029/databases/myDB/docs/clients/1,
2016-01-18 12:59:57.3578,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 12:59:57.5908,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 323: GET     -     3 ms - myDB       - 200 - http://localhost:9029/databases/myDB/stats,
2016-01-18 13:00:05.0336,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:00:27.3738,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:00:35.0496,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:00:57.3898,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:01:05.0656,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:01:27.4058,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:01:35.0816,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:01:57.4218,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:02:05.0976,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:02:27.4378,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:02:35.1136,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:02:57.4538,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:03:05.1296,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:03:27.4698,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:03:35.1446,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:03:57.4848,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:04:05.1606,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:04:27.5008,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:04:35.1776,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:04:57.5168,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:05:05.1926,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:05:27.5328,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:05:35.2086,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:05:57.5488,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:06:05.2246,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:06:27.5648,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:06:33.0804,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 1, for: ReducingExecuter, will wait for additional work",
2016-01-18 13:06:33.0804,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 1, for: IndexingExecuter, will wait for additional work",
2016-01-18 13:06:35.2406,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:06:57.5808,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:07:05.2566,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:07:27.5968,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:07:35.2716,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:07:57.6118,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:08:05.2876,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:08:27.6278,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:08:35.3036,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:08:57.6438,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:09:05.3196,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:09:27.6598,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:09:35.3356,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:09:52.6133,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 5, for: ReducingExecuter, will wait for additional work",
2016-01-18 13:09:52.6383,Raven.Database.Indexing.WorkContext,Debug,,"No work was found, workerWorkCounter: 5, for: IndexingExecuter, will wait for additional work",
2016-01-18 13:09:57.6758,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:10:05.3516,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:10:25.4206,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:10:25.4206,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request # 324: GET     -    15 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:10:27.6918,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:10:35.3676,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:10:57.7078,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,Performing Transactions Cleanup Sequence for db <system>,
2016-01-18 13:11:05.3876,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,myDB,Performing Transactions Cleanup Sequence for db myDB,
2016-01-18 13:11:23.7544,Raven.Database.DocumentDatabase,Debug,<system>,Start loading the following database: <system>,
2016-01-18 13:11:24.3185,Raven.Database.Impl.DocumentCacher,Info,<system>,"MemoryCache Settings:
  PhysicalMemoryLimit = 99
  CacheMemoryLimit    = 5345640448
  PollingInterval     = 00:02:00",
2016-01-18 13:11:24.3355,Raven.Database.Storage.Esent.StorageConfigurator,Info,<system>,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2016-01-18 13:11:24.3355,Raven.Storage.Esent.TransactionalStorage,Info,<system>,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2016-01-18 13:11:26.0456,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,<system>,Document with key 'Raven/Backup/Status' was not found,
2016-01-18 13:11:26.0856,Raven.Database.DocumentDatabase,Debug,,Finish loading the following database: <system>,
2016-01-18 13:11:26.0856,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,,Document with key 'Raven/Counters/Enabled' was not found,
2016-01-18 13:11:26.1017,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2016-01-18 13:11:26.1017,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,,Document with key 'Raven/Authorization/WindowsSettings' was not found,
2016-01-18 13:11:26.1017,Raven.Database.Indexing.WorkContext,Debug,<system>,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2016-01-18 13:11:26.8777,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,,"Document with key 'Raven/Databases/myDB' was found, etag: 01000000-0000-0001-0000-000000000001",
2016-01-18 13:11:26.9057,Raven.Database.DocumentDatabase,Debug,myDB,Start loading the following database: myDB,
2016-01-18 13:11:26.9857,Raven.Database.Impl.DocumentCacher,Info,myDB,"MemoryCache Settings:
  PhysicalMemoryLimit = 99
  CacheMemoryLimit    = 5345640448
  PollingInterval     = 00:02:00",
2016-01-18 13:11:26.9857,Raven.Database.Storage.Esent.StorageConfigurator,Info,myDB,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2016-01-18 13:11:26.9857,Raven.Storage.Esent.TransactionalStorage,Info,myDB,"Esent Settings:
  MaxVerPages      = 32768
  CacheSizeMax     = 262144
  DatabasePageSize = 4096",
2016-01-18 13:11:26.9677,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   1: GET     -   105 ms -            - 200 - http://localhost:9029/singleAuthToken,
2016-01-18 13:11:27.0477,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   2: GET     -    22 ms -            - 200 - http://localhost:9029/changes/events?singleUseAuthToken=35c02954-87fd-4d9e-9026-d60fbea93007&id=U7s1V&coolDownWithDataLoss=0&isMultyTenantTransport=false,
2016-01-18 13:11:27.0797,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,<system>,Document with key 'Raven/StudioConfig' was not found,
2016-01-18 13:11:27.0797,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   3: GET     -    10 ms -            - 200 - http://localhost:9029/license/status,
2016-01-18 13:11:27.1058,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   4: GET     -    23 ms -            - 200 - http://localhost:9029/build/version,
2016-01-18 13:11:27.1148,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   5: POST    -    51 ms -            - 200 - http://localhost:9029/queries,
2016-01-18 13:11:27.1148,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,	Raven/StudioConfig,
2016-01-18 13:11:27.1368,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   7: GET     -     6 ms -            - 200 - http://localhost:9029/counterStorage/conterStorages?pageSize=1024,
2016-01-18 13:11:27.1458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   8: GET     -    36 ms -            - 200 - http://localhost:9029/fs?pageSize=1024&getAdditionalData=true,
2016-01-18 13:11:27.1458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #   9: GET     -    14 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FCounters%2F,
2016-01-18 13:11:27.1458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  10: GET     -    13 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FDatabases%2F,
2016-01-18 13:11:27.1458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  11: GET     -     5 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FStudioConfig,
2016-01-18 13:11:27.1458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  13: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FFileSystems%2F,
2016-01-18 13:11:27.1458,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  12: GET     -     0 ms -            - 200 - http://localhost:9029/changes/config?id=U7s1V&command=watch-prefix&value=Raven%2FAlerts,
2016-01-18 13:11:27.1758,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  14: GET     -    68 ms -            - 304 - http://localhost:9029/databases?pageSize=1024&getAdditionalData=true,
2016-01-18 13:11:27.3488,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,Request #  15: GET     -   187 ms -            - 200 - http://localhost:9029/studio-tasks/latest-server-build-version?stableOnly=true&min=3000&max=3599,
2016-01-18 13:11:28.9639,Raven.Database.Storage.IndexDefinitionStorage,Info,myDB,"New index Raven/DocumentsByEntityName:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;

public class Index_Raven_DocumentsByEntityName : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Raven_DocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
select new 
{ 
	Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""], 
	LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""],
	LastModifiedTicks = ((DateTime)doc[""""@metadata""""][""""Last-Modified""""]).Ticks 
};"";
		this.AddMapDefinition(docs => 
			from doc in ((IEnumerable<dynamic>)docs)
			select new {
				Tag = doc[""@metadata""][""Raven-Entity-Name""],
				LastModified = (DateTime)doc[""@metadata""][""Last-Modified""],
				LastModifiedTicks = ((DateTime)doc[""@metadata""][""Last-Modified""]).Ticks,
				__document_id = doc.__document_id
			});
		this.AddField(""Tag"");
		this.AddField(""LastModified"");
		this.AddField(""LastModifiedTicks"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Ticks"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Ticks"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}

Compiled to:
using Raven.Abstractions;
using Raven.Database.Linq;
using System.Linq;
using System.Collections.Generic;
using System.Collections;
using System;
using Raven.Database.Linq.PrivateExtensions;
using Lucene.Net.Documents;
using System.Globalization;
using System.Text.RegularExpressions;
using Raven.Database.Indexing;

public class Index_Raven_DocumentsByEntityName : Raven.Database.Linq.AbstractViewGenerator
{
	public Index_Raven_DocumentsByEntityName()
	{
		this.ViewText = @""from doc in docs 
select new 
{ 
	Tag = doc[""""@metadata""""][""""Raven-Entity-Name""""], 
	LastModified = (DateTime)doc[""""@metadata""""][""""Last-Modified""""],
	LastModifiedTicks = ((DateTime)doc[""""@metadata""""][""""Last-Modified""""]).Ticks 
};"";
		this.AddMapDefinition(docs => 
			from doc in ((IEnumerable<dynamic>)docs)
			select new {
				Tag = doc[""@metadata""][""Raven-Entity-Name""],
				LastModified = (DateTime)doc[""@metadata""][""Last-Modified""],
				LastModifiedTicks = ((DateTime)doc[""@metadata""][""Last-Modified""]).Ticks,
				__document_id = doc.__document_id
			});
		this.AddField(""Tag"");
		this.AddField(""LastModified"");
		this.AddField(""LastModifiedTicks"");
		this.AddField(""__document_id"");
		this.AddQueryParameterForMap(""Ticks"");
		this.AddQueryParameterForMap(""__document_id"");
		this.AddQueryParameterForReduce(""Ticks"");
		this.AddQueryParameterForReduce(""__document_id"");
	}
}
",
2016-01-18 13:11:28.9729,Raven.Database.Indexing.IndexStorage.Startup,Debug,myDB,Loading saved index Raven/DocumentsByEntityName,
2016-01-18 13:11:28.9909,Raven.Database.Indexing.Index.Indexing,Debug,myDB,Creating index for 1,
2016-01-18 13:11:29.0529,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,Document with key 'Raven/Backup/Status' was not found,
2016-01-18 13:11:29.0719,Raven.Database.DocumentDatabase,Debug,,Finish loading the following database: myDB,
2016-01-18 13:11:29.0719,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 0, for: ReducingExecuter, will wait for additional work",
2016-01-18 13:11:29.0719,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,"Request #  16: GET     - 2,212 ms - myDB       - 200 - http://localhost:9029/databases/myDB/singleAuthToken",
2016-01-18 13:11:29.0719,Raven.Database.Indexing.WorkContext,Debug,myDB,"No work was found, workerWorkCounter: 0, for: IndexingExecuter, will wait for additional work",
2016-01-18 13:11:29.0949,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  17: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/events?singleUseAuthToken=9a4e9fd8-c438-4acf-82ad-c206fe310e0e&id=JoLNh&coolDownWithDataLoss=5000&isMultyTenantTransport=false,
2016-01-18 13:11:29.1010,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  18: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=JoLNh&command=watch-docs,
2016-01-18 13:11:29.1010,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  19: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=JoLNh&command=watch-bulk-operation,
2016-01-18 13:11:29.1010,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  20: GET     -     0 ms - myDB       - 200 - http://localhost:9029/databases/myDB/changes/config?id=JoLNh&command=watch-indexes,
2016-01-18 13:11:39.1500,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:11:39.1500,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  21: GET     -    26 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
2016-01-18 13:11:47.3348,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,myDB,"Document with key 'clients/1' was found, etag: 01000000-0000-0001-0000-000000000002",
2016-01-18 13:11:47.3348,Raven.Database.Server.WebApi.RequestManager,Debug,myDB,Request #  22: GET     -     1 ms - myDB       - 200 - http://localhost:9029/Databases/myDB/docs/clients/1,
